Date,Name,Open,Closing_Price,Daily_High,Daily_Low,Volume,Year,Month
2012-10-03,Air Liquide,71.12,71.12,71.12,71.12,0,2012,10
2012-10-02,Air Liquide,71.92,71.05,72.09,71.05,864,2012,10
2012-10-01,Air Liquide,70.5,71.8,71.8,70.47,265,2012,10
2012-09-28,Air Liquide,71.9,71.5,71.9,71.12,819,2012,9
2012-09-27,Air Liquide,71.72,71.62,71.91,71.62,250,2012,9
2012-09-26,Air Liquide,71.98,71.39,71.98,71.39,164,2012,9
2012-09-25,Air Liquide,72.51,72.51,72.51,72.51,273,2012,9
2012-09-24,Air Liquide,72.73,72.34,72.73,72.24,939,2012,9
2012-09-21,Air Liquide,73.02,73.07,73.07,72.83,784,2012,9
2012-09-20,Air Liquide,72.25,72.75,72.75,71.88,847,2012,9
2012-09-19,Air Liquide,71.7,72.73,72.73,71.67,772,2012,9
2012-09-18,Air Liquide,71.63,71.52,72.13,71.27,547,2012,9
2012-09-17,Air Liquide,71.3,71.71,71.86,71.3,391,2012,9
2012-09-14,Air Liquide,71.12,71.49,71.57,71.12,402,2012,9
2012-09-13,Air Liquide,70.72,70.61,70.72,70.16,"1,779",2012,9
2012-09-12,Air Liquide,70.78,70.84,71.5,70.7,"1,101",2012,9
2012-09-11,Air Liquide,69.76,70.0,70.0,69.76,601,2012,9
2012-09-10,Air Liquide,70.71,70.5,70.71,70.06,164,2012,9
2012-09-07,Air Liquide,71.11,71.55,71.55,71.11,410,2012,9
2012-09-06,Air Liquide,69.12,70.87,70.87,69.12,838,2012,9
2012-09-05,Air Liquide,68.09,69.04,69.04,68.09,824,2012,9
2012-09-04,Air Liquide,68.92,68.13,68.92,68.13,96,2012,9
2012-09-03,Air Liquide,68.09,69.02,69.02,68.09,159,2012,9
2012-08-31,Air Liquide,68.43,68.24,68.43,68.24,521,2012,8
2012-08-30,Air Liquide,69.7,68.67,69.7,68.67,124,2012,8
2012-08-29,Air Liquide,69.35,69.99,70.13,69.35,478,2012,8
2012-08-28,Air Liquide,70.52,69.65,70.52,69.65,"1,159",2012,8
2012-08-27,Air Liquide,70.09,70.97,70.97,70.04,474,2012,8
2012-08-24,Air Liquide,69.6,70.33,70.33,69.6,137,2012,8
2012-08-23,Air Liquide,69.92,69.53,70.19,69.48,"1,074",2012,8
2012-08-22,Air Liquide,71.0,70.23,71.0,70.23,"1,047",2012,8
2012-08-21,Air Liquide,70.56,71.57,71.57,70.56,157,2012,8
2012-08-20,Air Liquide,70.22,70.53,70.53,70.13,243,2012,8
2012-08-17,Air Liquide,70.39,70.13,70.53,70.13,251,2012,8
2012-08-16,Air Liquide,70.0,70.45,70.45,69.35,614,2012,8
2012-08-15,Air Liquide,69.48,69.65,69.65,69.32,83,2012,8
2012-08-14,Air Liquide,69.32,69.79,69.79,69.32,309,2012,8
2012-08-13,Air Liquide,69.57,69.15,69.57,69.1,391,2012,8
2012-08-10,Air Liquide,69.97,69.39,69.97,69.07,355,2012,8
2012-08-09,Air Liquide,70.19,70.28,70.28,69.94,373,2012,8
2012-08-08,Air Liquide,69.7,70.27,70.27,69.56,"1,879",2012,8
2012-08-07,Air Liquide,67.92,70.19,70.19,67.92,"1,867",2012,8
2012-08-06,Air Liquide,68.59,68.33,68.59,68.24,"1,018",2012,8
2012-08-03,Air Liquide,65.56,68.7,68.7,65.56,165,2012,8
2012-08-02,Air Liquide,67.19,65.99,67.23,65.99,332,2012,8
2012-08-01,Air Liquide,66.42,67.01,67.01,66.42,250,2012,8
2012-07-31,Air Liquide,67.14,66.94,67.33,66.94,620,2012,7
2012-07-30,Air Liquide,66.88,66.74,68.0,66.19,"1,909",2012,7
2012-07-27,Air Liquide,66.88,67.47,67.47,65.73,"1,913",2012,7
2012-07-26,Air Liquide,63.37,66.24,66.24,63.37,519,2012,7
2012-07-25,Air Liquide,63.47,63.56,63.56,63.47,178,2012,7
2012-07-24,Air Liquide,64.56,63.2,64.56,63.2,747,2012,7
2012-07-23,Air Liquide,65.24,64.64,65.36,64.51,361,2012,7
2012-07-20,Air Liquide,66.63,65.97,66.63,65.94,404,2012,7
2012-07-19,Air Liquide,66.4,66.96,67.04,66.4,225,2012,7
2012-07-18,Air Liquide,65.15,66.48,66.48,65.15,765,2012,7
2012-07-17,Air Liquide,64.71,65.23,65.23,64.71,492,2012,7
2012-07-16,Air Liquide,64.79,64.35,64.79,64.35,27,2012,7
2012-07-13,Air Liquide,64.38,64.79,64.79,64.38,410,2012,7
2012-07-12,Air Liquide,63.89,64.05,64.05,63.7,410,2012,7
2012-07-11,Air Liquide,63.72,64.31,64.35,63.72,593,2012,7
2012-07-10,Air Liquide,64.86,64.04,64.88,64.04,497,2012,7
2012-07-09,Air Liquide,65.3,65.28,65.34,65.28,825,2012,7
2012-07-06,Air Liquide,66.22,65.82,66.28,65.82,847,2012,7
2012-07-05,Air Liquide,66.91,66.45,66.91,66.45,410,2012,7
2012-07-04,Air Liquide,67.11,66.64,67.11,66.64,8,2012,7
2012-07-03,Air Liquide,67.18,67.26,67.26,66.39,221,2012,7
2012-07-02,Air Liquide,65.84,66.89,67.07,65.84,212,2012,7
2012-06-29,Air Liquide,63.73,65.72,65.73,63.73,205,2012,6
2012-06-28,Air Liquide,62.65,62.63,62.65,62.04,324,2012,6
2012-06-27,Air Liquide,63.05,62.78,63.21,62.12,"1,771",2012,6
2012-06-26,Air Liquide,63.21,63.14,63.23,62.8,329,2012,6
2012-06-25,Air Liquide,64.11,62.93,64.11,62.93,"1,346",2012,6
2012-06-22,Air Liquide,64.49,64.39,64.68,64.39,160,2012,6
2012-06-21,Air Liquide,64.58,64.65,64.65,64.58,137,2012,6
2012-06-20,Air Liquide,64.88,64.9,64.9,64.52,469,2012,6
2012-06-19,Air Liquide,64.25,64.39,64.39,64.23,45,2012,6
2012-06-18,Air Liquide,64.92,64.46,64.98,64.33,784,2012,6
2012-06-15,Air Liquide,64.16,64.29,64.64,64.11,824,2012,6
2012-06-14,Air Liquide,63.74,63.66,63.95,63.5,719,2012,6
2012-06-13,Air Liquide,63.95,63.93,63.95,63.71,172,2012,6
2012-06-12,Air Liquide,63.55,63.98,64.02,63.55,45,2012,6
2012-06-11,Air Liquide,64.51,64.12,64.6,64.12,"1,807",2012,6
2012-06-08,Air Liquide,63.0,62.93,63.18,62.8,"1,387",2012,6
2012-06-07,Air Liquide,63.01,63.51,63.65,63.01,553,2012,6
2012-06-06,Air Liquide,62.23,62.76,62.99,62.17,722,2012,6
2012-06-05,Air Liquide,62.07,61.95,62.39,61.51,"1,484",2012,6
2012-06-04,Air Liquide,62.12,61.92,62.42,61.92,306,2012,6
2012-06-01,Air Liquide,63.77,62.47,64.11,62.16,"1,285",2012,6
2012-05-31,Air Liquide,63.18,63.94,64.59,63.18,"1,947",2012,5
2012-05-30,Air Liquide,64.37,63.22,64.37,63.18,924,2012,5
2012-05-29,Air Liquide,63.32,64.41,64.41,63.32,78,2012,5
2012-05-28,Air Liquide,63.47,63.83,63.83,63.47,452,2012,5
2012-05-25,Air Liquide,62.38,62.72,63.05,62.38,347,2012,5
2012-05-24,Air Liquide,61.77,62.46,62.77,61.75,"1,097",2012,5
2012-05-23,Air Liquide,62.01,62.11,62.19,62.01,678,2012,5
2012-05-22,Air Liquide,62.21,62.74,62.74,61.95,633,2012,5
2012-05-21,Air Liquide,62.01,62.11,62.11,61.85,562,2012,5
2012-05-18,Air Liquide,61.37,61.99,61.99,61.06,"2,185",2012,5
2012-05-17,Air Liquide,62.74,62.43,62.74,62.43,429,2012,5
2012-05-16,Air Liquide,61.23,62.8,62.82,61.23,215,2012,5
2012-05-15,Air Liquide,62.37,62.33,62.37,62.33,90,2012,5
2012-05-14,Air Liquide,62.73,62.0,62.73,61.83,"2,694",2012,5
2012-05-11,Air Liquide,62.07,62.51,62.51,62.07,151,2012,5
2012-05-10,Air Liquide,64.48,64.4,64.56,63.83,"2,179",2012,5
2012-05-09,Air Liquide,64.11,63.51,64.11,63.51,478,2012,5
2012-05-08,Air Liquide,65.25,64.44,65.25,64.4,90,2012,5
2012-05-07,Air Liquide,63.39,64.62,64.62,63.05,363,2012,5
2012-05-04,Air Liquide,65.02,64.23,65.02,64.23,151,2012,5
2012-05-03,Air Liquide,65.18,65.63,65.63,65.18,197,2012,5
2012-05-02,Air Liquide,64.36,65.53,65.53,64.36,476,2012,5
2012-04-30,Air Liquide,65.84,64.36,65.84,64.36,"1,249",2012,4
2012-04-27,Air Liquide,64.67,65.71,65.77,64.49,"1,119",2012,4
2012-04-26,Air Liquide,65.14,64.69,65.14,63.96,670,2012,4
2012-04-25,Air Liquide,63.63,64.72,64.85,63.63,622,2012,4
2012-04-24,Air Liquide,63.06,63.31,63.31,63.06,30,2012,4
2012-04-23,Air Liquide,65.03,62.72,65.03,62.72,"1,244",2012,4
2012-04-20,Air Liquide,64.43,65.0,65.05,64.43,252,2012,4
2012-04-19,Air Liquide,65.4,64.14,65.99,64.14,"1,977",2012,4
2012-04-18,Air Liquide,65.98,65.13,65.98,65.12,851,2012,4
2012-04-17,Air Liquide,65.34,65.9,65.9,65.34,"1,591",2012,4
2012-04-16,Air Liquide,63.92,63.68,63.92,63.68,435,2012,4
2012-04-13,Air Liquide,65.63,64.16,65.63,64.04,"1,504",2012,4
2012-04-12,Air Liquide,64.79,65.58,65.64,64.79,"1,44",2012,4
2012-04-11,Air Liquide,64.65,64.74,64.91,64.65,829,2012,4
2012-04-10,Air Liquide,65.09,64.71,65.6,64.65,"1,66",2012,4
2012-04-05,Air Liquide,65.98,65.24,65.98,64.97,940,2012,4
2012-04-04,Air Liquide,66.98,66.19,66.98,66.19,673,2012,4
2012-04-03,Air Liquide,68.03,67.4,68.03,67.4,"1,083",2012,4
2012-04-02,Air Liquide,66.5,68.07,68.07,66.48,841,2012,4
2012-03-30,Air Liquide,65.63,66.47,66.57,65.63,"1,118",2012,3
2012-03-29,Air Liquide,65.3,65.26,65.66,65.22,407,2012,3
2012-03-28,Air Liquide,65.72,65.28,66.15,65.28,997,2012,3
2012-03-27,Air Liquide,66.55,65.85,66.55,65.85,"1,168",2012,3
2012-03-26,Air Liquide,65.94,66.19,66.2,65.88,"1,16",2012,3
2012-03-23,Air Liquide,65.95,65.85,65.95,65.66,"1,163",2012,3
2012-03-22,Air Liquide,66.4,65.96,66.4,65.78,"1,207",2012,3
2012-03-21,Air Liquide,66.11,66.47,66.54,66.11,"1,389",2012,3
2012-03-20,Air Liquide,66.24,66.0,66.24,65.98,749,2012,3
2012-03-19,Air Liquide,66.61,66.64,66.86,66.53,"4,812",2012,3
2012-03-16,Air Liquide,66.51,66.51,66.51,66.51,68,2012,3
2012-03-15,Air Liquide,65.78,66.54,66.59,65.78,"1,079",2012,3
2012-03-14,Air Liquide,66.27,65.96,66.27,65.86,"1,365",2012,3
2012-03-13,Air Liquide,66.0,65.9,66.04,65.9,678,2012,3
2012-03-12,Air Liquide,65.11,65.23,65.23,65.11,761,2012,3
2012-03-09,Air Liquide,65.05,65.7,65.7,64.97,815,2012,3
2012-03-08,Air Liquide,63.84,65.03,65.03,63.84,628,2012,3
2012-03-07,Air Liquide,63.47,63.82,63.82,63.47,93,2012,3
2012-03-06,Air Liquide,65.39,63.35,65.39,63.34,334,2012,3
2012-03-05,Air Liquide,64.8,65.61,65.62,64.8,"2,275",2012,3
2012-03-02,Air Liquide,65.65,65.46,65.65,65.46,36,2012,3
2012-03-01,Air Liquide,64.43,64.43,64.43,64.43,0,2012,3
2012-02-29,Air Liquide,64.97,65.03,65.06,64.97,151,2012,2
2012-02-28,Air Liquide,64.52,64.88,64.88,64.52,788,2012,2
2012-02-27,Air Liquide,64.21,64.38,64.38,64.19,407,2012,2
2012-02-24,Air Liquide,65.23,64.94,65.23,64.94,301,2012,2
2012-02-23,Air Liquide,64.63,64.79,65.19,64.63,880,2012,2
2012-02-22,Air Liquide,64.16,64.54,64.54,64.16,782,2012,2
2012-02-21,Air Liquide,63.66,64.19,64.19,63.66,586,2012,2
2012-02-20,Air Liquide,63.57,63.98,64.08,63.57,"2,549",2012,2
2012-02-17,Air Liquide,65.16,63.63,65.16,63.23,"3,093",2012,2
2012-02-16,Air Liquide,64.07,65.34,65.55,64.07,"1,115",2012,2
2012-02-15,Air Liquide,65.39,64.73,65.39,64.73,"1,481",2012,2
2012-02-14,Air Liquide,64.78,64.85,65.06,64.78,90,2012,2
2012-02-13,Air Liquide,65.05,65.04,65.05,65.04,158,2012,2
2012-02-10,Air Liquide,65.19,64.72,65.19,64.72,"1,103",2012,2
2012-02-09,Air Liquide,64.6,65.55,65.63,64.6,610,2012,2
2012-02-08,Air Liquide,64.99,64.87,65.07,64.87,384,2012,2
2012-02-07,Air Liquide,64.62,64.57,64.62,64.38,702,2012,2
2012-02-06,Air Liquide,64.95,64.82,64.95,64.49,678,2012,2
2012-02-03,Air Liquide,64.76,64.8,64.92,64.46,"2,148",2012,2
2012-02-02,Air Liquide,64.66,64.89,65.01,64.66,163,2012,2
2012-02-01,Air Liquide,63.8,64.86,64.86,63.8,960,2012,2
2012-01-31,Air Liquide,63.37,64.11,64.11,63.37,851,2012,1
2012-01-30,Air Liquide,62.71,62.94,62.94,62.71,"1,666",2012,1
2012-01-27,Air Liquide,63.72,63.01,63.96,63.01,529,2012,1
2012-01-26,Air Liquide,63.63,63.93,63.98,63.63,972,2012,1
2012-01-25,Air Liquide,65.1,63.71,65.1,63.56,521,2012,1
2012-01-24,Air Liquide,64.42,64.6,64.78,64.42,234,2012,1
2012-01-23,Air Liquide,64.96,64.47,64.96,64.47,420,2012,1
2012-01-20,Air Liquide,65.47,65.25,65.47,65.25,166,2012,1
2012-01-19,Air Liquide,65.78,65.62,65.78,65.56,256,2012,1
2012-01-18,Air Liquide,65.42,65.74,65.91,65.17,744,2012,1
2012-01-17,Air Liquide,65.13,65.76,65.76,65.1,"1,18",2012,1
2012-01-16,Air Liquide,64.65,64.93,64.95,64.61,"2,192",2012,1
2012-01-13,Air Liquide,64.95,64.65,64.99,64.38,"1,006",2012,1
2012-01-12,Air Liquide,64.89,64.98,65.24,64.89,125,2012,1
2012-01-11,Air Liquide,64.73,64.92,65.28,64.44,"1,486",2012,1
2012-01-10,Air Liquide,63.37,64.88,65.05,63.37,"1,446",2012,1
2012-01-09,Air Liquide,62.75,63.08,63.08,62.75,9,2012,1
2012-01-06,Air Liquide,63.04,63.69,63.69,63.04,60,2012,1
2012-01-05,Air Liquide,64.1,63.57,64.1,63.57,374,2012,1
2012-01-04,Air Liquide,64.33,64.65,64.65,64.33,310,2012,1
2012-01-03,Air Liquide,64.34,64.55,64.79,64.34,"1,148",2012,1
2012-01-02,Air Liquide,63.2,63.97,63.99,63.2,"1,247",2012,1
2011-12-30,Air Liquide,63.27,62.87,63.54,62.87,318,2011,12
2011-12-29,Air Liquide,62.05,63.1,63.1,62.05,613,2011,12
2011-12-28,Air Liquide,61.83,62.74,62.96,61.83,404,2011,12
2011-12-27,Air Liquide,61.66,62.04,62.12,61.66,"1,202",2011,12
2011-12-23,Air Liquide,61.41,61.72,61.72,61.38,331,2011,12
2011-12-22,Air Liquide,60.78,61.4,61.57,60.78,99,2011,12
2011-12-21,Air Liquide,60.95,60.67,61.92,60.47,"14,411",2011,12
2011-12-20,Air Liquide,59.23,60.77,60.77,59.23,"1,431",2011,12
2011-12-19,Air Liquide,58.59,60.33,60.33,58.59,541,2011,12
2011-12-16,Air Liquide,60.11,60.11,60.11,60.11,0,2011,12
2011-12-15,Air Liquide,59.15,59.67,59.75,59.15,"1,238",2011,12
2011-12-14,Air Liquide,59.9,59.92,60.19,59.9,447,2011,12
2011-12-13,Air Liquide,60.27,60.42,60.91,60.05,"2,572",2011,12
2011-12-12,Air Liquide,61.28,60.92,61.28,60.35,"1,272",2011,12
2011-12-09,Air Liquide,59.77,60.57,60.59,59.77,369,2011,12
2011-12-08,Air Liquide,61.31,60.29,61.31,60.29,996,2011,12
2011-12-07,Air Liquide,61.34,61.05,61.74,60.71,589,2011,12
2011-12-06,Air Liquide,60.01,61.27,61.27,60.01,345,2011,12
2011-12-05,Air Liquide,60.98,61.14,61.79,60.98,"1,232",2011,12
2011-12-02,Air Liquide,61.54,60.88,61.54,60.88,542,2011,12
2011-12-01,Air Liquide,62.8,61.84,62.8,61.76,"1,373",2011,12
2011-11-30,Air Liquide,59.07,62.3,62.36,59.0,615,2011,11
2011-11-29,Air Liquide,59.79,59.5,59.79,59.5,603,2011,11
2011-11-28,Air Liquide,57.82,57.79,57.92,57.79,121,2011,11
2011-11-25,Air Liquide,56.87,56.52,56.87,56.4,"1,198",2011,11
2011-11-24,Air Liquide,57.27,56.73,57.7,56.73,467,2011,11
2011-11-23,Air Liquide,57.0,57.21,57.96,57.0,"6,253",2011,11
2011-11-22,Air Liquide,57.69,57.72,58.36,57.66,"1,266",2011,11
2011-11-21,Air Liquide,58.4,57.76,58.4,57.56,"3,339",2011,11
2011-11-18,Air Liquide,58.12,58.84,58.84,58.01,886,2011,11
2011-11-17,Air Liquide,58.13,58.48,59.07,58.13,648,2011,11
2011-11-16,Air Liquide,58.31,59.0,59.0,58.31,371,2011,11
2011-11-15,Air Liquide,59.19,58.32,59.19,57.94,802,2011,11
2011-11-14,Air Liquide,60.71,59.87,60.71,59.87,226,2011,11
2011-11-11,Air Liquide,59.18,59.86,59.86,58.9,"4,407",2011,11
2011-11-10,Air Liquide,57.7,58.59,59.04,57.7,441,2011,11
2011-11-09,Air Liquide,60.63,58.59,60.63,58.52,"1,864",2011,11
2011-11-08,Air Liquide,59.53,60.39,60.39,59.5,"1,591",2011,11
2011-11-07,Air Liquide,60.4,59.42,60.4,59.13,"4,38",2011,11
2011-11-04,Air Liquide,61.56,60.68,61.56,60.57,811,2011,11
2011-11-03,Air Liquide,59.76,61.16,61.73,59.34,"1,431",2011,11
2011-11-02,Air Liquide,61.02,60.61,61.02,60.23,881,2011,11
2011-11-01,Air Liquide,61.47,61.05,61.47,61.05,452,2011,11
2011-10-31,Air Liquide,62.17,62.83,62.83,62.17,362,2011,10
2011-10-28,Air Liquide,63.25,63.36,63.58,63.25,805,2011,10
2011-10-27,Air Liquide,62.03,63.06,63.06,62.03,303,2011,10
2011-10-26,Air Liquide,61.01,60.89,61.08,60.45,"1,743",2011,10
2011-10-25,Air Liquide,61.87,61.24,62.19,61.24,"1,582",2011,10
2011-10-24,Air Liquide,61.27,61.43,61.63,61.27,527,2011,10
2011-10-21,Air Liquide,60.65,60.65,60.65,60.65,139,2011,10
2011-10-20,Air Liquide,59.8,60.28,60.37,59.8,"1,724",2011,10
2011-10-19,Air Liquide,61.06,60.85,61.06,60.84,753,2011,10
2011-10-18,Air Liquide,60.14,61.02,61.02,60.01,"1,044",2011,10
2011-10-17,Air Liquide,61.66,61.47,62.17,61.47,"1,443",2011,10
2011-10-14,Air Liquide,61.53,61.4,62.07,61.4,"1,281",2011,10
2011-10-13,Air Liquide,61.18,61.69,62.01,61.18,"1,472",2011,10
2011-10-12,Air Liquide,60.24,61.73,61.8,60.24,"2,545",2011,10
2011-10-11,Air Liquide,60.27,60.27,60.27,60.27,0,2011,10
2011-10-10,Air Liquide,59.36,59.36,59.36,59.36,0,2011,10
2011-10-07,Air Liquide,59.32,59.12,59.32,58.92,972,2011,10
2011-10-06,Air Liquide,57.84,58.41,58.58,57.84,241,2011,10
2011-10-05,Air Liquide,57.53,57.73,57.9,57.53,304,2011,10
2011-10-04,Air Liquide,56.11,56.99,56.99,56.11,90,2011,10
2011-10-03,Air Liquide,56.95,57.16,57.16,56.95,452,2011,10
2011-09-30,Air Liquide,58.06,58.2,58.3,58.06,542,2011,9
2011-09-29,Air Liquide,57.27,58.86,58.86,57.27,334,2011,9
2011-09-28,Air Liquide,57.98,57.74,59.08,57.74,93,2011,9
2011-09-27,Air Liquide,57.22,58.97,58.97,57.22,841,2011,9
2011-09-26,Air Liquide,55.45,56.42,56.42,55.45,86,2011,9
2011-09-23,Air Liquide,56.8,55.9,56.8,54.82,551,2011,9
2011-09-22,Air Liquide,57.33,56.09,57.33,56.09,536,2011,9
2011-09-21,Air Liquide,58.58,58.83,58.83,58.58,90,2011,9
2011-09-20,Air Liquide,57.17,58.91,58.91,57.17,"5,127",2011,9
2011-09-19,Air Liquide,57.46,57.41,57.7,57.41,"1,701",2011,9
2011-09-16,Air Liquide,59.28,58.85,59.46,58.84,839,2011,9
2011-09-15,Air Liquide,58.22,59.08,59.09,58.22,"1,475",2011,9
2011-09-14,Air Liquide,55.79,58.21,58.21,55.79,904,2011,9
2011-09-13,Air Liquide,57.61,56.73,57.61,55.96,"1,898",2011,9
2011-09-12,Air Liquide,57.39,56.38,57.39,55.79,"3,191",2011,9
2011-09-09,Air Liquide,59.57,57.74,59.57,57.74,"1,356",2011,9
2011-09-08,Air Liquide,60.27,59.49,60.27,59.49,628,2011,9
2011-09-07,Air Liquide,59.26,59.91,59.91,59.08,949,2011,9
2011-09-06,Air Liquide,57.02,58.49,58.49,57.02,948,2011,9
2011-09-05,Air Liquide,57.68,56.88,58.15,56.88,"2,948",2011,9
2011-09-02,Air Liquide,58.9,59.11,59.2,58.51,573,2011,9
2011-09-01,Air Liquide,59.67,59.82,59.94,59.67,224,2011,9
2011-08-31,Air Liquide,58.61,60.18,60.19,58.61,"1,017",2011,8
2011-08-30,Air Liquide,58.7,58.86,58.86,58.3,512,2011,8
2011-08-29,Air Liquide,58.55,58.91,58.91,58.55,678,2011,8
2011-08-26,Air Liquide,57.55,57.83,57.83,57.18,"1,311",2011,8
2011-08-25,Air Liquide,58.8,57.27,59.36,57.27,"2,328",2011,8
2011-08-24,Air Liquide,57.7,58.62,59.44,57.7,"6,283",2011,8
2011-08-23,Air Liquide,56.01,57.57,57.57,56.01,"1,177",2011,8
2011-08-22,Air Liquide,55.12,55.91,55.91,55.09,506,2011,8
2011-08-19,Air Liquide,56.34,55.42,56.62,55.36,"1,728",2011,8
2011-08-18,Air Liquide,57.78,56.91,57.78,56.91,"2,566",2011,8
2011-08-17,Air Liquide,57.81,58.31,58.31,57.81,"1,754",2011,8
2011-08-16,Air Liquide,58.3,56.96,58.3,56.96,"4,042",2011,8
2011-08-15,Air Liquide,58.87,58.44,59.0,58.19,"1,257",2011,8
2011-08-12,Air Liquide,57.73,57.57,57.73,56.86,527,2011,8
2011-08-11,Air Liquide,57.33,57.7,57.74,54.28,"1,966",2011,8
2011-08-10,Air Liquide,59.07,56.09,59.07,55.89,"1,549",2011,8
2011-08-09,Air Liquide,54.47,57.8,58.46,54.47,"3,286",2011,8
2011-08-08,Air Liquide,55.89,56.8,58.77,55.89,"2,082",2011,8
2011-08-05,Air Liquide,57.9,59.03,60.53,57.47,"3,193",2011,8
2011-08-04,Air Liquide,62.67,59.37,62.94,59.37,"5,706",2011,8
2011-08-03,Air Liquide,61.24,61.83,62.47,61.04,"3,898",2011,8
2011-08-02,Air Liquide,62.84,62.13,62.97,62.13,"2,825",2011,8
2011-08-01,Air Liquide,64.74,63.1,65.62,61.85,"2,177",2011,8
2011-07-29,Air Liquide,61.9,63.3,63.43,61.9,520,2011,7
2011-07-28,Air Liquide,62.94,63.02,63.05,62.94,"1,825",2011,7
2011-07-27,Air Liquide,63.99,63.43,63.99,63.43,26,2011,7
2011-07-26,Air Liquide,64.83,64.51,65.09,64.51,193,2011,7
2011-07-25,Air Liquide,63.44,64.75,65.11,63.44,"1,409",2011,7
2011-07-22,Air Liquide,63.93,63.69,63.93,63.69,160,2011,7
2011-07-21,Air Liquide,62.47,63.35,63.35,62.47,452,2011,7
2011-07-20,Air Liquide,62.17,62.46,62.46,62.17,743,2011,7
2011-07-19,Air Liquide,62.35,62.22,62.35,62.17,301,2011,7
2011-07-18,Air Liquide,62.66,62.04,62.66,61.8,"1,1",2011,7
2011-07-15,Air Liquide,62.74,62.61,62.86,62.61,23,2011,7
2011-07-14,Air Liquide,63.27,62.98,63.33,62.98,"1,115",2011,7
2011-07-13,Air Liquide,63.25,63.1,63.29,63.1,297,2011,7
2011-07-12,Air Liquide,63.49,63.42,63.49,62.22,"2,605",2011,7
2011-07-11,Air Liquide,64.77,63.83,64.79,63.83,"1,335",2011,7
2011-07-08,Air Liquide,65.7,65.7,65.7,65.7,0,2011,7
2011-07-07,Air Liquide,65.33,65.33,65.33,65.33,0,2011,7
2011-07-06,Air Liquide,65.03,65.05,65.22,65.03,208,2011,7
2011-07-05,Air Liquide,65.34,65.38,65.66,65.34,303,2011,7
2011-07-04,Air Liquide,65.7,65.76,65.76,65.7,557,2011,7
2011-07-01,Air Liquide,65.63,65.98,65.98,65.49,226,2011,7
2011-06-30,Air Liquide,64.77,65.75,65.75,64.75,316,2011,6
2011-06-29,Air Liquide,63.92,64.49,64.49,63.9,45,2011,6
2011-06-28,Air Liquide,63.31,63.48,63.88,63.31,817,2011,6
2011-06-27,Air Liquide,62.08,62.86,62.94,62.04,999,2011,6
2011-06-24,Air Liquide,62.96,62.29,63.38,62.29,842,2011,6
2011-06-23,Air Liquide,62.94,62.94,62.94,62.94,0,2011,6
2011-06-22,Air Liquide,62.97,62.82,62.97,62.82,151,2011,6
2011-06-21,Air Liquide,61.83,62.95,62.95,61.83,883,2011,6
2011-06-20,Air Liquide,61.71,61.25,62.06,61.25,318,2011,6
2011-06-17,Air Liquide,61.17,62.18,62.22,61.17,170,2011,6
2011-06-16,Air Liquide,60.96,60.85,61.2,60.75,"1,672",2011,6
2011-06-15,Air Liquide,62.58,61.1,62.58,61.1,"1,623",2011,6
2011-06-14,Air Liquide,61.62,62.7,62.7,61.62,466,2011,6
2011-06-13,Air Liquide,61.5,61.5,61.5,61.5,0,2011,6
2011-06-10,Air Liquide,62.17,62.17,62.17,62.17,0,2011,6
2011-06-09,Air Liquide,61.08,61.08,61.08,61.08,0,2011,6
2011-06-08,Air Liquide,62.19,62.19,62.19,62.19,0,2011,6
2011-06-07,Air Liquide,61.43,61.43,61.43,61.43,0,2011,6
2011-06-06,Air Liquide,61.46,61.95,61.95,61.46,17,2011,6
2011-06-03,Air Liquide,61.79,61.91,61.91,61.73,386,2011,6
2011-06-02,Air Liquide,62.66,62.66,62.66,62.66,0,2011,6
2011-06-01,Air Liquide,64.33,63.0,64.33,63.0,455,2011,6
2011-05-31,Air Liquide,63.27,63.97,63.97,63.27,678,2011,5
2011-05-30,Air Liquide,62.62,62.62,62.62,62.62,0,2011,5
2011-05-27,Air Liquide,62.56,62.56,62.71,62.56,151,2011,5
2011-05-26,Air Liquide,62.57,62.57,62.57,62.57,0,2011,5
2011-05-25,Air Liquide,61.95,61.73,61.99,61.73,670,2011,5
2011-05-24,Air Liquide,62.22,62.4,62.81,62.22,331,2011,5
2011-05-23,Air Liquide,62.16,61.69,62.16,61.69,176,2011,5
2011-05-20,Air Liquide,63.37,63.83,63.83,63.37,"2,426",2011,5
2011-05-19,Air Liquide,62.99,63.3,63.3,62.97,"1,142",2011,5
2011-05-18,Air Liquide,62.46,62.61,62.76,62.46,"1,285",2011,5
2011-05-17,Air Liquide,62.41,61.8,62.43,61.8,"1,237",2011,5
2011-05-16,Air Liquide,62.44,62.44,62.44,62.44,0,2011,5
2011-05-13,Air Liquide,63.51,62.74,63.72,62.74,"1,568",2011,5
2011-05-12,Air Liquide,62.96,63.11,63.11,62.57,"1,281",2011,5
2011-05-11,Air Liquide,64.61,63.7,64.63,63.7,"1,559",2011,5
2011-05-10,Air Liquide,65.28,65.78,66.01,65.28,"1,951",2011,5
2011-05-09,Air Liquide,65.34,65.13,65.99,65.13,"1,19",2011,5
2011-05-06,Air Liquide,64.65,65.48,65.64,64.3,566,2011,5
2011-05-05,Air Liquide,64.5,64.43,65.02,64.43,"2,2",2011,5
2011-05-04,Air Liquide,65.49,64.44,65.82,64.11,"4,878",2011,5
