Date,Name,Open,Closing_Price,Daily_High,Daily_Low,Volume,Year,Month
2014-03-26,Air Liquide,71.76,72.42,72.42,71.6,273,2014,3
2014-03-25,Air Liquide,70.67,71.72,71.72,70.67,"1,112",2014,3
2014-03-24,Air Liquide,71.09,70.99,71.09,70.99,462,2014,3
2014-03-21,Air Liquide,70.21,71.05,71.22,70.21,410,2014,3
2014-03-20,Air Liquide,69.35,70.11,70.11,69.35,41,2014,3
2014-03-19,Air Liquide,70.45,69.89,70.45,69.89,15,2014,3
2014-03-18,Air Liquide,69.85,70.55,70.55,69.85,7,2014,3
2014-03-17,Air Liquide,69.57,70.19,70.19,69.57,205,2014,3
2014-03-14,Air Liquide,69.63,69.83,69.94,69.47,"1,521",2014,3
2014-03-13,Air Liquide,71.33,70.25,71.33,70.25,"1,458",2014,3
2014-03-12,Air Liquide,71.54,71.25,71.54,71.25,471,2014,3
2014-03-11,Air Liquide,72.3,71.97,72.3,71.97,588,2014,3
2014-03-10,Air Liquide,71.52,72.1,72.18,71.52,504,2014,3
2014-03-07,Air Liquide,72.12,72.24,72.51,72.12,314,2014,3
2014-03-06,Air Liquide,73.03,72.07,73.03,72.07,178,2014,3
2014-03-05,Air Liquide,72.95,72.66,72.95,72.66,273,2014,3
2014-03-04,Air Liquide,71.54,72.35,72.35,71.54,514,2014,3
2014-03-03,Air Liquide,71.76,71.17,72.37,71.17,294,2014,3
2014-02-28,Air Liquide,72.66,72.38,72.66,72.38,273,2014,2
2014-02-27,Air Liquide,72.32,72.39,72.39,72.32,974,2014,2
2014-02-26,Air Liquide,72.92,72.54,72.92,72.46,437,2014,2
2014-02-25,Air Liquide,72.4,72.4,72.4,72.4,0,2014,2
2014-02-24,Air Liquide,72.13,72.32,72.32,72.08,437,2014,2
2014-02-21,Air Liquide,72.22,72.28,72.28,72.22,249,2014,2
2014-02-20,Air Liquide,71.57,71.25,71.57,71.2,190,2014,2
2014-02-19,Air Liquide,71.58,72.1,72.1,71.42,489,2014,2
2014-02-18,Air Liquide,73.17,71.44,73.17,71.44,242,2014,2
2014-02-17,Air Liquide,73.01,72.89,73.06,72.63,417,2014,2
2014-02-14,Air Liquide,73.07,73.08,73.1,72.81,314,2014,2
2014-02-13,Air Liquide,71.77,72.24,72.29,71.77,635,2014,2
2014-02-12,Air Liquide,72.15,72.32,72.86,72.15,"1,392",2014,2
2014-02-11,Air Liquide,71.66,72.15,72.22,71.57,674,2014,2
2014-02-10,Air Liquide,70.71,71.55,71.55,70.71,952,2014,2
2014-02-07,Air Liquide,69.95,70.77,70.77,69.88,342,2014,2
2014-02-06,Air Liquide,68.45,68.45,68.45,68.45,0,2014,2
2014-02-05,Air Liquide,67.93,68.45,68.45,67.93,119,2014,2
2014-02-04,Air Liquide,67.44,68.28,68.28,67.32,838,2014,2
2014-02-03,Air Liquide,67.85,68.72,68.72,67.85,515,2014,2
2014-01-31,Air Liquide,68.33,67.62,68.33,67.32,"1,495",2014,1
2014-01-30,Air Liquide,68.47,68.53,69.02,68.47,"2,193",2014,1
2014-01-29,Air Liquide,69.22,68.72,69.48,67.95,754,2014,1
2014-01-28,Air Liquide,69.11,69.15,69.25,68.79,519,2014,1
2014-01-27,Air Liquide,69.13,69.43,69.77,69.13,870,2014,1
2014-01-24,Air Liquide,71.56,69.04,71.56,69.04,"1,876",2014,1
2014-01-23,Air Liquide,72.08,71.42,72.37,71.41,"2,059",2014,1
2014-01-22,Air Liquide,72.29,72.36,72.59,72.26,273,2014,1
2014-01-21,Air Liquide,72.17,72.43,72.43,71.99,398,2014,1
2014-01-20,Air Liquide,72.48,72.13,72.48,72.13,"1,873",2014,1
2014-01-17,Air Liquide,71.95,72.4,73.05,71.95,"1,099",2014,1
2014-01-16,Air Liquide,72.02,71.8,72.02,71.8,85,2014,1
2014-01-15,Air Liquide,71.79,71.98,72.18,71.51,"3,323",2014,1
2014-01-14,Air Liquide,71.49,71.93,71.93,71.2,529,2014,1
2014-01-13,Air Liquide,72.65,72.07,72.65,72.02,286,2014,1
2014-01-10,Air Liquide,72.11,72.54,72.54,72.11,179,2014,1
2014-01-09,Air Liquide,72.07,71.61,72.32,71.61,623,2014,1
2014-01-08,Air Liquide,72.19,71.98,72.24,71.83,895,2014,1
2014-01-07,Air Liquide,72.44,71.69,72.44,71.5,896,2014,1
2014-01-06,Air Liquide,73.81,72.95,74.09,72.95,"1,245",2014,1
2014-01-03,Air Liquide,73.96,73.55,74.39,73.55,993,2014,1
2014-01-02,Air Liquide,75.51,74.05,75.51,74.05,301,2014,1
2013-12-30,Air Liquide,74.42,74.75,74.75,74.42,316,2013,12
2013-12-27,Air Liquide,73.91,74.42,74.44,73.62,879,2013,12
2013-12-23,Air Liquide,73.18,72.54,73.18,72.54,176,2013,12
2013-12-20,Air Liquide,73.19,73.1,73.19,72.61,"2,99",2013,12
2013-12-19,Air Liquide,72.81,73.18,73.18,72.61,599,2013,12
2013-12-18,Air Liquide,71.56,72.04,72.04,71.56,205,2013,12
2013-12-17,Air Liquide,72.67,71.76,72.67,71.74,216,2013,12
2013-12-16,Air Liquide,71.71,72.23,72.23,71.44,219,2013,12
2013-12-13,Air Liquide,71.2,71.85,71.88,71.2,574,2013,12
2013-12-12,Air Liquide,71.53,71.52,71.6,71.35,543,2013,12
2013-12-11,Air Liquide,71.35,71.91,72.07,71.35,966,2013,12
2013-12-10,Air Liquide,71.64,71.68,71.89,71.34,724,2013,12
2013-12-09,Air Liquide,72.5,71.85,72.69,71.79,"1,052",2013,12
2013-12-06,Air Liquide,72.28,72.08,72.28,71.66,"1,562",2013,12
2013-12-05,Air Liquide,72.93,72.46,72.93,71.81,615,2013,12
2013-12-04,Air Liquide,73.22,73.01,73.59,72.45,"1,082",2013,12
2013-12-03,Air Liquide,74.77,74.09,75.13,74.09,219,2013,12
2013-12-02,Air Liquide,74.92,74.91,74.99,74.79,"1,364",2013,12
2013-11-29,Air Liquide,74.98,74.98,74.98,74.98,0,2013,11
2013-11-28,Air Liquide,74.99,75.37,75.37,74.99,41,2013,11
2013-11-27,Air Liquide,74.59,75.01,75.01,74.53,"1,927",2013,11
2013-11-26,Air Liquide,74.97,74.97,74.97,74.97,0,2013,11
2013-11-25,Air Liquide,74.85,74.96,74.97,74.48,809,2013,11
2013-11-22,Air Liquide,74.54,74.54,74.54,74.54,0,2013,11
2013-11-21,Air Liquide,74.6,74.17,74.6,74.17,15,2013,11
2013-11-20,Air Liquide,73.91,74.84,74.84,73.91,"1,431",2013,11
2013-11-19,Air Liquide,74.28,74.39,74.39,74.09,444,2013,11
2013-11-18,Air Liquide,74.2,74.58,74.58,74.2,209,2013,11
2013-11-15,Air Liquide,73.45,73.98,74.0,73.45,343,2013,11
2013-11-14,Air Liquide,73.0,73.36,73.36,73.0,16,2013,11
2013-11-13,Air Liquide,72.86,72.8,73.38,72.8,"1,073",2013,11
2013-11-12,Air Liquide,73.39,73.36,73.39,73.36,34,2013,11
2013-11-11,Air Liquide,72.85,72.6,72.85,72.6,396,2013,11
2013-11-08,Air Liquide,72.68,72.83,72.83,72.27,615,2013,11
2013-11-07,Air Liquide,73.36,74.0,74.0,72.93,575,2013,11
2013-11-06,Air Liquide,73.53,73.36,73.53,72.96,"4,05",2013,11
2013-11-05,Air Liquide,73.56,72.86,74.1,72.86,474,2013,11
2013-11-04,Air Liquide,73.27,73.79,73.79,73.27,245,2013,11
2013-11-01,Air Liquide,73.28,73.03,73.28,73.03,410,2013,11
2013-10-31,Air Liquide,72.8,72.8,72.8,72.8,0,2013,10
2013-10-30,Air Liquide,74.06,73.89,74.06,73.89,41,2013,10
2013-10-29,Air Liquide,74.37,74.33,74.77,74.33,346,2013,10
2013-10-28,Air Liquide,74.56,74.81,74.81,74.39,470,2013,10
2013-10-25,Air Liquide,73.51,74.47,74.47,73.51,23,2013,10
2013-10-24,Air Liquide,75.32,73.76,75.32,73.18,504,2013,10
2013-10-23,Air Liquide,74.67,75.06,75.06,74.67,23,2013,10
2013-10-22,Air Liquide,74.55,74.84,74.88,74.55,120,2013,10
2013-10-21,Air Liquide,74.32,74.46,74.46,74.32,89,2013,10
2013-10-18,Air Liquide,74.13,74.13,74.13,74.13,0,2013,10
2013-10-17,Air Liquide,73.18,73.98,74.07,73.18,239,2013,10
2013-10-16,Air Liquide,73.82,73.29,73.82,73.29,44,2013,10
2013-10-15,Air Liquide,73.47,74.17,74.24,73.4,"1,036",2013,10
2013-10-14,Air Liquide,72.79,73.51,73.51,72.79,507,2013,10
2013-10-11,Air Liquide,72.92,73.17,73.17,72.92,27,2013,10
2013-10-10,Air Liquide,72.26,72.99,72.99,72.26,217,2013,10
2013-10-09,Air Liquide,72.46,71.79,72.46,71.73,738,2013,10
2013-10-08,Air Liquide,73.2,73.0,73.2,72.67,898,2013,10
2013-10-07,Air Liquide,74.04,73.23,74.06,72.54,731,2013,10
2013-10-04,Air Liquide,73.4,73.74,73.76,73.18,217,2013,10
2013-10-03,Air Liquide,73.82,73.82,73.82,73.82,0,2013,10
2013-10-02,Air Liquide,74.98,74.64,74.98,74.64,96,2013,10
2013-10-01,Air Liquide,75.34,75.34,75.34,75.34,0,2013,10
2013-09-30,Air Liquide,74.95,75.28,75.28,74.94,212,2013,9
2013-09-27,Air Liquide,76.22,74.99,76.22,74.99,"1,566",2013,9
2013-09-26,Air Liquide,76.02,75.67,76.02,75.67,379,2013,9
2013-09-25,Air Liquide,75.83,75.76,75.83,75.76,394,2013,9
2013-09-24,Air Liquide,75.94,75.89,76.25,75.8,"1,473",2013,9
2013-09-23,Air Liquide,76.85,76.18,76.85,76.11,421,2013,9
2013-09-20,Air Liquide,76.05,76.65,76.65,76.03,909,2013,9
2013-09-19,Air Liquide,76.55,76.91,77.15,76.55,280,2013,9
2013-09-18,Air Liquide,74.38,75.86,75.86,74.16,512,2013,9
2013-09-17,Air Liquide,74.85,75.07,75.07,74.85,41,2013,9
2013-09-16,Air Liquide,75.28,75.03,75.35,75.03,451,2013,9
2013-09-13,Air Liquide,74.32,74.7,74.8,74.32,318,2013,9
2013-09-12,Air Liquide,74.9,74.72,75.13,74.72,216,2013,9
2013-09-11,Air Liquide,75.09,75.09,75.09,75.09,0,2013,9
2013-09-10,Air Liquide,74.03,75.02,75.02,74.03,102,2013,9
2013-09-09,Air Liquide,73.58,73.6,73.87,73.58,"1,688",2013,9
2013-09-06,Air Liquide,72.61,73.08,73.08,72.61,27,2013,9
2013-09-05,Air Liquide,73.93,72.96,73.93,72.96,547,2013,9
2013-09-04,Air Liquide,73.89,73.13,73.89,73.13,98,2013,9
2013-09-03,Air Liquide,73.84,73.8,73.84,73.56,403,2013,9
2013-09-02,Air Liquide,73.34,73.67,73.67,73.34,96,2013,9
2013-08-30,Air Liquide,73.89,72.81,73.89,72.81,"1,075",2013,8
2013-08-29,Air Liquide,74.19,73.75,74.19,73.75,"1,716",2013,8
2013-08-28,Air Liquide,75.07,73.49,75.07,73.49,"1,899",2013,8
2013-08-27,Air Liquide,76.61,74.71,76.61,74.71,704,2013,8
2013-08-26,Air Liquide,77.49,77.06,77.49,76.73,234,2013,8
2013-08-23,Air Liquide,77.47,77.04,77.47,76.62,"1,011",2013,8
2013-08-22,Air Liquide,74.42,76.15,76.15,74.42,178,2013,8
2013-08-21,Air Liquide,74.62,74.62,74.62,74.62,0,2013,8
2013-08-20,Air Liquide,74.69,74.81,74.91,74.31,"1,077",2013,8
2013-08-19,Air Liquide,75.98,75.46,75.98,75.37,"1,155",2013,8
2013-08-16,Air Liquide,74.6,75.08,75.08,74.6,191,2013,8
2013-08-15,Air Liquide,74.62,74.55,74.69,74.55,11,2013,8
2013-08-14,Air Liquide,74.86,75.32,75.46,74.86,533,2013,8
2013-08-13,Air Liquide,73.73,74.42,74.42,73.73,135,2013,8
2013-08-12,Air Liquide,73.99,73.85,73.99,73.85,41,2013,8
2013-08-09,Air Liquide,73.46,74.12,74.12,73.46,601,2013,8
2013-08-08,Air Liquide,73.4,73.52,73.52,73.4,164,2013,8
2013-08-07,Air Liquide,72.62,73.18,73.18,72.62,205,2013,8
2013-08-06,Air Liquide,73.36,72.79,73.36,72.79,"1,436",2013,8
2013-08-05,Air Liquide,74.05,73.52,74.05,73.52,717,2013,8
2013-08-02,Air Liquide,73.49,73.49,74.16,73.36,444,2013,8
2013-08-01,Air Liquide,73.14,72.92,73.45,72.89,257,2013,8
2013-07-31,Air Liquide,73.46,73.02,73.6,72.8,"2,144",2013,7
2013-07-30,Air Liquide,73.06,73.62,73.62,72.55,"1,212",2013,7
2013-07-29,Air Liquide,72.18,70.98,72.18,70.98,216,2013,7
2013-07-26,Air Liquide,71.72,72.0,72.08,71.72,387,2013,7
2013-07-25,Air Liquide,71.83,72.3,72.3,71.83,68,2013,7
2013-07-24,Air Liquide,71.61,71.61,71.61,71.61,0,2013,7
2013-07-23,Air Liquide,72.13,72.13,72.13,72.13,0,2013,7
2013-07-22,Air Liquide,71.93,72.21,72.45,71.73,"1,218",2013,7
2013-07-19,Air Liquide,71.39,72.02,72.02,71.39,161,2013,7
2013-07-18,Air Liquide,71.1,71.72,71.72,71.1,355,2013,7
2013-07-17,Air Liquide,70.42,71.68,71.68,70.42,27,2013,7
2013-07-16,Air Liquide,71.45,71.16,71.45,71.16,273,2013,7
2013-07-15,Air Liquide,71.14,71.18,71.18,71.14,14,2013,7
2013-07-12,Air Liquide,71.42,71.55,71.55,71.42,70,2013,7
2013-07-11,Air Liquide,71.11,71.23,71.23,71.11,102,2013,7
2013-07-10,Air Liquide,70.52,70.24,70.56,70.24,504,2013,7
2013-07-09,Air Liquide,70.15,70.74,70.74,70.15,342,2013,7
2013-07-08,Air Liquide,69.15,69.19,69.19,69.15,27,2013,7
2013-07-05,Air Liquide,69.95,70.12,70.12,69.95,193,2013,7
2013-07-04,Air Liquide,69.12,69.83,69.83,68.75,861,2013,7
2013-07-03,Air Liquide,68.7,68.7,69.11,68.65,325,2013,7
2013-07-02,Air Liquide,69.15,69.26,69.26,69.14,68,2013,7
2013-07-01,Air Liquide,69.41,69.52,69.52,68.7,260,2013,7
2013-06-28,Air Liquide,69.22,69.85,69.85,69.22,191,2013,6
2013-06-27,Air Liquide,68.51,68.96,68.96,68.51,869,2013,6
2013-06-26,Air Liquide,67.52,68.51,68.51,67.52,14,2013,6
2013-06-25,Air Liquide,66.99,67.62,67.62,66.99,137,2013,6
2013-06-24,Air Liquide,68.0,67.37,68.0,67.37,66,2013,6
2013-06-21,Air Liquide,68.52,68.52,68.52,68.52,0,2013,6
2013-06-20,Air Liquide,69.91,69.36,69.91,69.36,75,2013,6
2013-06-19,Air Liquide,71.1,71.23,71.23,71.1,410,2013,6
2013-06-18,Air Liquide,70.86,70.86,70.86,70.86,0,2013,6
2013-06-17,Air Liquide,70.11,71.34,71.42,70.11,655,2013,6
2013-06-14,Air Liquide,71.0,70.77,71.13,70.77,276,2013,6
2013-06-13,Air Liquide,69.68,69.67,69.68,69.67,41,2013,6
2013-06-12,Air Liquide,70.42,70.85,71.37,70.42,869,2013,6
2013-06-11,Air Liquide,70.85,70.63,70.85,70.63,20,2013,6
2013-06-10,Air Liquide,70.94,71.38,71.38,70.76,87,2013,6
2013-06-07,Air Liquide,70.73,70.35,70.73,70.35,42,2013,6
2013-06-06,Air Liquide,70.86,70.25,71.27,70.25,89,2013,6
2013-06-05,Air Liquide,71.08,71.54,71.54,71.08,16,2013,6
2013-06-04,Air Liquide,72.45,71.29,72.45,71.29,858,2013,6
2013-06-03,Air Liquide,71.89,72.4,73.18,71.89,"1,086",2013,6
2013-05-31,Air Liquide,71.97,72.48,72.48,71.73,102,2013,5
2013-05-30,Air Liquide,70.49,71.72,71.72,70.49,482,2013,5
2013-05-29,Air Liquide,71.18,71.25,71.69,71.18,376,2013,5
2013-05-28,Air Liquide,71.91,71.9,71.91,71.62,921,2013,5
2013-05-27,Air Liquide,71.35,71.06,71.5,71.06,519,2013,5
2013-05-24,Air Liquide,70.28,71.2,71.37,70.28,111,2013,5
2013-05-23,Air Liquide,70.36,70.54,70.54,69.64,369,2013,5
2013-05-22,Air Liquide,71.42,70.81,71.42,70.68,480,2013,5
2013-05-21,Air Liquide,70.83,70.93,71.08,70.82,581,2013,5
2013-05-20,Air Liquide,71.81,70.85,71.81,70.85,75,2013,5
2013-05-17,Air Liquide,69.67,70.41,70.45,69.67,"1,356",2013,5
2013-05-16,Air Liquide,69.31,70.11,70.15,69.31,481,2013,5
2013-05-15,Air Liquide,71.28,71.61,71.61,71.17,967,2013,5
2013-05-14,Air Liquide,71.35,71.45,71.53,71.35,208,2013,5
2013-05-13,Air Liquide,70.99,71.62,71.62,70.99,523,2013,5
2013-05-10,Air Liquide,71.08,71.42,71.74,71.08,178,2013,5
2013-05-09,Air Liquide,71.03,71.17,71.2,71.03,"1,346",2013,5
2013-05-08,Air Liquide,71.32,71.27,71.64,71.14,790,2013,5
2013-05-07,Air Liquide,71.28,71.51,71.94,71.28,340,2013,5
2013-05-06,Air Liquide,71.36,71.11,71.4,71.11,418,2013,5
2013-05-03,Air Liquide,69.87,70.49,70.57,69.87,474,2013,5
2013-05-02,Air Liquide,70.31,69.75,70.6,69.75,832,2013,5
2013-04-30,Air Liquide,70.56,69.97,70.56,69.97,835,2013,4
2013-04-29,Air Liquide,69.62,70.03,70.28,69.62,780,2013,4
2013-04-26,Air Liquide,68.63,68.71,68.71,68.63,41,2013,4
2013-04-25,Air Liquide,69.83,70.14,70.14,69.83,137,2013,4
2013-04-24,Air Liquide,68.46,69.84,70.25,68.46,417,2013,4
2013-04-23,Air Liquide,67.57,68.42,68.42,67.57,422,2013,4
2013-04-22,Air Liquide,68.54,68.54,68.54,68.54,41,2013,4
2013-04-19,Air Liquide,67.83,68.01,68.01,67.83,27,2013,4
2013-04-18,Air Liquide,66.28,67.52,68.06,66.28,135,2013,4
2013-04-17,Air Liquide,67.67,66.59,67.67,66.59,437,2013,4
2013-04-16,Air Liquide,67.15,67.34,67.34,67.15,37,2013,4
2013-04-15,Air Liquide,67.6,67.08,67.6,67.08,96,2013,4
2013-04-12,Air Liquide,68.23,68.2,68.23,67.51,287,2013,4
2013-04-11,Air Liquide,68.62,68.85,69.0,68.62,"1,115",2013,4
2013-04-10,Air Liquide,68.06,68.1,68.49,68.06,318,2013,4
2013-04-09,Air Liquide,68.38,68.06,68.47,68.06,292,2013,4
2013-04-08,Air Liquide,68.88,68.25,69.21,68.25,620,2013,4
2013-04-05,Air Liquide,69.81,68.88,69.81,68.88,68,2013,4
2013-04-04,Air Liquide,70.13,70.13,70.87,70.13,165,2013,4
2013-04-03,Air Liquide,70.28,70.73,70.73,70.28,221,2013,4
2013-04-02,Air Liquide,68.87,70.32,70.54,68.87,239,2013,4
2013-03-28,Air Liquide,69.16,69.61,69.61,68.94,314,2013,3
2013-03-27,Air Liquide,69.41,68.52,69.41,68.52,280,2013,3
2013-03-26,Air Liquide,69.41,69.36,69.56,69.16,381,2013,3
2013-03-25,Air Liquide,70.39,69.52,70.41,69.52,603,2013,3
2013-03-22,Air Liquide,69.28,70.25,70.25,69.28,224,2013,3
2013-03-21,Air Liquide,71.01,69.57,71.01,69.57,492,2013,3
2013-03-20,Air Liquide,70.36,71.05,71.23,70.36,"1,373",2013,3
2013-03-19,Air Liquide,70.03,70.19,70.4,70.03,164,2013,3
2013-03-18,Air Liquide,69.26,70.22,70.22,69.08,160,2013,3
2013-03-15,Air Liquide,70.59,70.27,70.64,70.14,"2,453",2013,3
2013-03-14,Air Liquide,70.27,70.38,70.43,70.27,228,2013,3
2013-03-13,Air Liquide,69.56,70.43,70.43,69.56,27,2013,3
2013-03-12,Air Liquide,69.71,69.7,69.71,69.7,109,2013,3
2013-03-11,Air Liquide,69.53,69.4,69.53,69.32,276,2013,3
2013-03-08,Air Liquide,69.27,69.64,69.64,69.27,417,2013,3
2013-03-07,Air Liquide,69.71,69.7,69.75,69.23,936,2013,3
2013-03-06,Air Liquide,70.14,69.51,70.14,69.51,"1,17",2013,3
2013-03-05,Air Liquide,69.63,69.63,69.69,69.6,939,2013,3
2013-03-04,Air Liquide,68.98,69.4,69.4,68.5,735,2013,3
2013-03-01,Air Liquide,67.9,68.47,69.6,67.9,671,2013,3
2013-02-28,Air Liquide,68.06,68.08,68.34,67.89,"1,19",2013,2
2013-02-27,Air Liquide,66.59,67.62,67.62,66.37,"1,684",2013,2
2013-02-26,Air Liquide,66.54,66.66,66.72,66.54,506,2013,2
2013-02-25,Air Liquide,68.25,68.48,68.48,68.16,295,2013,2
2013-02-22,Air Liquide,66.04,67.47,67.47,65.93,655,2013,2
2013-02-21,Air Liquide,66.25,65.91,66.25,65.13,"1,181",2013,2
2013-02-20,Air Liquide,66.94,66.24,66.94,66.24,"1,07",2013,2
2013-02-19,Air Liquide,65.19,66.03,66.03,65.19,869,2013,2
2013-02-18,Air Liquide,66.15,65.53,66.15,65.46,"1,458",2013,2
2013-02-15,Air Liquide,66.52,65.76,66.52,65.66,937,2013,2
2013-02-14,Air Liquide,67.62,66.52,67.62,66.52,810,2013,2
2013-02-13,Air Liquide,66.77,67.64,67.64,66.77,137,2013,2
2013-02-12,Air Liquide,66.65,67.08,67.08,66.65,238,2013,2
2013-02-11,Air Liquide,66.77,66.77,67.27,66.77,150,2013,2
2013-02-08,Air Liquide,66.9,67.28,67.28,66.9,179,2013,2
2013-02-07,Air Liquide,67.3,66.61,67.43,66.4,"1,279",2013,2
2013-02-06,Air Liquide,68.39,67.32,68.39,67.32,514,2013,2
2013-02-05,Air Liquide,68.02,68.4,68.4,68.02,30,2013,2
2013-02-04,Air Liquide,70.3,67.95,70.3,67.95,486,2013,2
2013-02-01,Air Liquide,68.97,70.33,70.33,68.97,286,2013,2
2013-01-31,Air Liquide,68.44,68.69,69.04,68.44,34,2013,1
2013-01-30,Air Liquide,68.22,68.92,68.92,68.22,720,2013,1
2013-01-29,Air Liquide,67.99,68.27,68.46,67.96,234,2013,1
2013-01-28,Air Liquide,69.18,68.04,69.18,68.04,"1,704",2013,1
2013-01-25,Air Liquide,68.42,68.77,69.2,68.42,693,2013,1
2013-01-24,Air Liquide,68.37,68.71,68.71,68.37,34,2013,1
2013-01-23,Air Liquide,68.36,68.7,68.7,68.36,350,2013,1
2013-01-22,Air Liquide,68.12,68.79,68.79,68.06,704,2013,1
2013-01-21,Air Liquide,67.66,68.06,68.06,67.58,786,2013,1
2013-01-18,Air Liquide,67.6,67.62,67.62,67.6,164,2013,1
2013-01-17,Air Liquide,67.6,67.94,68.07,67.6,335,2013,1
2013-01-16,Air Liquide,67.39,68.0,68.0,67.39,538,2013,1
2013-01-15,Air Liquide,67.65,67.24,67.65,67.16,366,2013,1
2013-01-14,Air Liquide,67.77,68.0,68.06,67.58,"2,08",2013,1
2013-01-11,Air Liquide,68.14,67.57,68.14,67.57,514,2013,1
2013-01-10,Air Liquide,68.83,68.33,68.83,68.33,280,2013,1
2013-01-09,Air Liquide,69.2,68.7,69.57,68.7,"1,024",2013,1
2013-01-08,Air Liquide,68.86,68.86,68.86,68.86,0,2013,1
2013-01-07,Air Liquide,69.47,68.89,69.47,68.89,16,2013,1
2013-01-04,Air Liquide,69.49,69.59,69.76,69.3,523,2013,1
2013-01-03,Air Liquide,69.99,69.39,70.11,69.39,264,2013,1
2013-01-02,Air Liquide,69.7,69.89,70.79,69.7,312,2013,1
2012-12-28,Air Liquide,69.5,69.5,69.5,69.5,0,2012,12
2012-12-27,Air Liquide,68.53,69.58,69.92,68.53,969,2012,12
2012-12-21,Air Liquide,69.08,69.1,69.29,68.96,756,2012,12
2012-12-20,Air Liquide,68.68,69.57,69.57,68.68,507,2012,12
2012-12-19,Air Liquide,68.96,69.05,69.07,68.96,437,2012,12
2012-12-18,Air Liquide,69.13,68.75,69.13,68.5,"1,305",2012,12
2012-12-17,Air Liquide,69.4,69.01,69.4,69.01,34,2012,12
2012-12-14,Air Liquide,69.6,69.35,70.13,69.35,"1,208",2012,12
2012-12-13,Air Liquide,69.61,69.64,69.64,69.61,164,2012,12
2012-12-12,Air Liquide,70.1,69.95,70.1,69.95,96,2012,12
2012-12-11,Air Liquide,70.09,70.16,70.16,70.04,512,2012,12
2012-12-10,Air Liquide,69.12,70.0,70.0,69.12,398,2012,12
2012-12-07,Air Liquide,69.18,69.05,69.51,68.83,426,2012,12
2012-12-06,Air Liquide,68.33,69.33,69.35,68.33,253,2012,12
2012-12-05,Air Liquide,69.24,68.72,69.24,68.72,109,2012,12
2012-12-04,Air Liquide,68.76,68.76,68.76,68.76,0,2012,12
2012-12-03,Air Liquide,69.29,69.2,69.39,69.14,354,2012,12
2012-11-30,Air Liquide,69.12,68.91,69.12,68.91,164,2012,11
2012-11-29,Air Liquide,69.52,69.52,69.52,69.52,0,2012,11
2012-11-28,Air Liquide,68.75,69.24,69.24,68.74,536,2012,11
2012-11-27,Air Liquide,69.49,69.34,69.93,69.29,"1,187",2012,11
2012-11-26,Air Liquide,68.93,69.19,69.19,68.88,"1,837",2012,11
2012-11-23,Air Liquide,68.63,69.04,69.04,68.63,532,2012,11
2012-11-22,Air Liquide,68.44,68.54,68.58,68.44,320,2012,11
2012-11-21,Air Liquide,67.9,68.01,68.01,67.9,171,2012,11
2012-11-20,Air Liquide,67.55,68.06,68.06,67.55,227,2012,11
2012-11-19,Air Liquide,66.79,66.79,66.79,66.79,25,2012,11
2012-11-16,Air Liquide,65.94,66.31,66.35,65.86,297,2012,11
2012-11-15,Air Liquide,65.86,66.02,66.66,65.86,437,2012,11
2012-11-14,Air Liquide,66.61,66.4,66.72,66.4,644,2012,11
2012-11-13,Air Liquide,66.25,66.72,66.72,66.25,45,2012,11
2012-11-12,Air Liquide,67.31,66.85,67.31,66.55,145,2012,11
2012-11-09,Air Liquide,66.23,67.18,67.18,66.04,182,2012,11
2012-11-08,Air Liquide,66.17,65.97,66.18,65.97,113,2012,11
2012-11-07,Air Liquide,67.58,66.59,67.58,66.59,36,2012,11
2012-11-06,Air Liquide,66.86,67.53,67.53,66.86,22,2012,11
2012-11-05,Air Liquide,66.99,66.94,66.99,66.94,359,2012,11
2012-11-02,Air Liquide,67.16,67.38,67.71,67.16,383,2012,11
2012-11-01,Air Liquide,66.69,66.61,66.69,66.61,150,2012,11
2012-10-31,Air Liquide,67.5,66.72,67.54,66.72,346,2012,10
2012-10-30,Air Liquide,66.59,67.46,67.46,66.59,298,2012,10
2012-10-29,Air Liquide,67.03,66.79,67.03,66.68,683,2012,10
2012-10-26,Air Liquide,66.12,66.89,66.89,66.1,100,2012,10
2012-10-25,Air Liquide,66.13,66.92,67.16,66.13,849,2012,10
2012-10-24,Air Liquide,66.29,66.07,66.29,65.53,522,2012,10
2012-10-23,Air Liquide,67.47,65.77,67.47,65.77,451,2012,10
2012-10-22,Air Liquide,68.75,67.4,68.75,67.4,"1,171",2012,10
2012-10-19,Air Liquide,70.32,69.35,70.32,69.35,"1,934",2012,10
2012-10-18,Air Liquide,70.59,70.6,70.6,70.28,921,2012,10
2012-10-17,Air Liquide,70.28,70.3,70.66,70.28,"1,018",2012,10
2012-10-16,Air Liquide,69.25,70.51,70.51,69.25,499,2012,10
2012-10-15,Air Liquide,68.28,69.23,69.26,68.25,776,2012,10
2012-10-12,Air Liquide,68.76,68.3,68.94,68.3,163,2012,10
2012-10-11,Air Liquide,67.9,68.78,69.06,67.9,301,2012,10
2012-10-10,Air Liquide,68.88,68.06,68.88,68.05,560,2012,10
2012-10-09,Air Liquide,70.15,69.24,70.15,69.24,536,2012,10
2012-10-08,Air Liquide,70.9,70.23,70.9,70.23,75,2012,10
2012-10-05,Air Liquide,70.97,71.07,71.07,70.97,137,2012,10
2012-10-04,Air Liquide,71.08,70.47,71.08,70.47,260,2012,10
